<PAD>	0
<UNK>	1
我	2
吃	3
莲	4
藕	5
排	6
骨	7
还	8
喝	9
汤	10
，	11
血	12
糖	13
升	14
高	15
是	16
不	17
能	18
呀	19
？	20
这	21
个	22
考	23
虑	24
你	25
的	26
有	27
点	28
多	29
哦	30
少	31
可	32
以	33
对	34
吧	35
林	36
医	37
生	38
好	39
。	40
新	41
加	42
入	43
妊	44
您	45
目	46
前	47
餐	48
后	49
一	50
般	51
在	52
5	53
-	54
7	55
之	56
间	57
哪	58
其	59
他	60
阶	61
段	62
怎	63
样	64
了	65
药	66
空	67
腹	68
受	69
伤	70
什	71
么	72
格	73
列	74
吡	75
嗪	76
片	77
和	78
瑞	79
奈	80
天	81
三	82
次	83
陪	84
两	85
控	86
制	87
建	88
议	89
继	90
续	91
保	92
持	93
育	94
就	95
会	96
恢	97
复	98
正	99
常	100
月	101
那	102
吗	103
完	104
刚	105
说	106
现	107
饮	108
食	109
运	110
动	111
上	112
积	113
极	114
看	115
今	116
测	117
8	118
.	119
4	120
二	121
6	122
须	123
数	124
值	125
小	126
时	127
3	128
9	129
用	130
挑	131
水	132
来	133
跑	134
步	135
查	136
出	137
13	138
尿	139
酮	140
体	141
让	142
打	143
长	144
秀	145
左	146
右	147
开	148
始	149
到	150
晚	151
太	152
每	153
坚	154
十	155
12	156
单	157
位	158
烦	159
死	160
没	161
注	162
意	163
很	164
中	165
午	166
半	167
碗	168
米	169
饭	170
泡	171
燕	172
麦	173
病	174
患	175
者	176
停	177
年	178
然	179
掉	180
仅	181
要	182
物	183
方	184
面	185
也	186
跟	187
才	188
更	189
所	190
针	191
弄	192
信	193
心	194
全	195
无	196
酒	197
抽	198
烟	199
居	200
下	201
吸	202
影	203
响	204
些	205
人	206
南	207
瓜	208
但	209
网	210
量	211
含	212
比	213
较	214
平	215
觉	216
得	217
饿	218
知	219
道	220
计	221
适	222
黄	223
沫	224
规	225
都	226
事	227
候	228
睡	229
早	230
夜	231
凌	232
晨	233
期	234
肾	235
办	236
：	237
调	238
整	239
11	240
02	241
84	242
85	243
06	244
07	245
2	246
30	247
直	248
接	249
飚	250
院	251
做	252
检	253
确	254
定	255
种	256
情	257
况	258
?	259
引	260
起	261
达	262
1	263
诊	264
断	265
标	266
准	267
如	268
果	269
,	270
89	271
给	272
指	273
导	274
胰	275
岛	276
素	277
分	278
泌	279
葡	280
萄	281
115	282
214	283
39	284
喊	285
甲	286
按	287
偶	288
尔	289
感	290
脑	291
子	292
白	293
原	294
因	295
啊	296
并	297
发	298
症	299
特	300
别	301
地	302
明	303
显	304
低	305
缺	306
氧	307
四	308
川	309
爬	310
楼	311
梯	312
贫	313
内	314
脏	315
补	316
敢	317
怕	318
脂	319
妈	320
最	321
近	322
脚	323
麻	324
木	325
走	326
路	327
挨	328
母	329
亲	330
腰	331
椎	332
盘	333
突	334
干	335
过	336
重	337
活	338
去	339
风	340
厉	341
害	342
第	343
退	344
带	345
致	346
只	347
谢	348
锻	349
炼	350
法	351
变	352
倒	353
气	354
虚	355
先	356
神	357
经	358
问	359
题	360
星	361
疼	362
需	363
拍	364
肌	365
电	366
图	367
键	368
主	369
为	370
坐	371
姿	372
压	373
迫	374
腿	375
dr	376
恩	377
部	378
ct	379
治	380
愈	381
日	382
摩	383
护	384
理	385
避	386
免	387
慢	388
灰	389
想	390
几	391
反	392
弹	393
同	394
专	395
业	396
律	397
服	398
自	399
行	400
或	401
随	402
增	403
减	404
容	405
易	406
波	407
们	408
非	409
利	410
差	411
通	412
、	413
习	414
惯	415
实	416
稳	417
昨	418
娠	419
已	420
监	421
产	422
大	423
提	424
醒	425
基	426
础	427
科	428
学	429
作	430
息	431
外	432
及	433
摄	434
总	435
超	436
六	437
坏	438
相	439
关	440
析	441
眠	442
饱	443
概	444
呢	445
喂	446
奶	447
而	448
且	449
强	450
置	451
收	452
系	453
除	454
再	455
隔	456
遗	457
传	458
型	459
100	460
斤	461
151	462
##cm	463
儿	464
父	465
女	466
率	467
担	468
决	469
性	470
己	471
回	472
钟	473
靠	474
趾	475
揉	476
缓	477
解	478
咱	479
预	480
防	481
钱	482
范	483
围	484
应	485
舒	486
手	487
抖	488
处	489
忽	490
身	491
尤	492
观	493
察	494
怀	495
孕	496
把	497
于	498
乎	499
咨	500
询	501
降	502
节	503
疯	504
试	505
顺	506
便	507
霖	508
省	509
京	510
军	511
区	512
统	513
轻	514
该	515
28	516
底	517
副	518
依	519
赖	520
使	521
化	522
红	523
蛋	524
肝	525
功	526
五	527
本	528
周	529
嗯	530
趋	531
层	532
糙	533
任	534
何	535
0	536
听	537
粳	538
维	539
热	540
勃	541
冬	542
煮	543
烂	544
休	545
着	546
家	547
务	548
社	549
程	550
度	551
菜	552
糊	553
快	554
晕	555
头	556
块	557
栗	558
饼	559
迅	560
速	561
异	562
10	563
/	564
卖	565
咸	566
买	567
诺	568
锐	569
管	570
效	571
短	572
门	573
射	574
肥	575
瘦	576
告	577
诉	578
静	579
脉	580
仪	581
92	582
05	583
算	584
礼	585
拜	586
话	587
换	588
b1	589
##b	590
##12	591
c	592
螺	593
旋	594
霉	595
消	596
炎	597
找	598
杂	599
粮	600
馒	601
熟	602
炒	603
肉	604
结	605
构	606
从	607
抱	608
逛	609
浮	610
迪	611
沙	612
粒	613
唯	614
略	615
绪	616
态	617
疗	618
疾	619
良	620
见	621
互	622
交	623
流	624
验	625
组	626
据	627
术	628
当	629
损	630
皮	631
肤	632
联	633
力	634
胖	635
八	636
2m	637
##g	638
洗	639
澡	640
错	641
青	642
羽	643
毛	644
球	645
衡	646
某	647
必	648
液	649
里	650
转	651
汗	652
微	653
冷	654
真	655
思	656
又	657
孩	658
傻	659
残	660
类	661
双	662
%	663
筛	664
否	665
沾	666
荤	667
玩	668
命	669
毅	670
康	671
简	672
难	673
油	674
设	675
例	676
优	677
密	678
乐	679
嚼	680
鸡	681
冒	682
够	683
哎	684
千	685
健	686
宜	687
贵	688
牵	689
狗	690
遛	691
机	692
讲	693
迷	694
圈	695
老	696
肪	697
萎	698
缩	699
边	700
凡	701
弊	702
像	703
拉	704
肚	705
似	706
成	707
状	708
久	709
住	710
帕	711
司	712
阿	713
托	714
伐	715
汀	716
钙	717
眼	718
啥	719
紊	720
乱	721
咋	722
安	723
具	724
偏	725
合	726
促	727
龙	728
它	729
胍	730
酐	731
透	732
165	733
限	734
盐	735
选	736
富	737
质	738
肯	739
嘴	740
迈	741
愁	742
配	743
营	744
养	745
b6	746
足	747
严	748
疑	749
刺	750
照	751
记	752
忆	753
输	754
根	755
古	756
+	757
巴	758
臭	759
眩	760
卡	761
齐	762
各	763
40	764
耗	765
激	766
腺	767
此	768
圆	769
努	770
蔬	771
绝	772
纯	773
绿	774
色	775
凉	776
拌	777
放	778
犊	779
鼻	780
寸	781
膝	782
盖	783
凹	784
陷	785
侧	786
穴	787
72	788
器	789
疫	790
弱	791
句	792
属	793
18	794
叫	795
恐	796
怖	797
茫	798
摸	799
索	800
案	801
等	802
判	803
刑	804
坠	805
穷	806
哀	807
声	808
叹	809
郁	810
闷	811
悲	812
抗	813
切	814
义	815
言	816
61	817
请	818
甚	819
至	820
危	821
紧	822
张	823
择	824
连	825
172	826
120	827
频	828
姑	829
娘	830
被	831
战	832
胜	833
群	834
纸	835
映	836
细	837
胞	838
52	839
清	840
14	841
参	842
h	843
##ba	844
##1	845
##c	846
写	847
史	848
式	849
改	850
善	851
耐	852
逐	853
渐	854
进	855
峰	856
花	857
磨	858
碎	859
虽	860
甜	861
纤	862
硬	863
邓	864
夏	865
睛	866
北	867
奏	868
劳	869
累	870
视	871
将	872
综	873
教	874
；	875
板	876
聚	877
集	878
肩	879
胛	880
苦	881
荞	882
粗	883
证	884
距	885
离	886
百	887
莫	888
慰	889
染	890
项	891
毒	892
氮	893
季	894
肽	895
尽	896
公	897
155	898
竟	899
b	900
破	901
阴	902
估	903
渴	904
代	905
喘	906
敏	907
呵	908
胡	909
疲	910
乏	911
[UNK]	912
与	913
宏	914
谁	915
淀	916
粉	917
味	918
险	919
胃	920
龄	921
挺	922
146	923
41	924
客	925
肠	926
##kg	927
急	928
失	929
哈	930
！	931
征	932
废	933
却	934
工	935
闲	936
痛	937
喜	938
欢	939
拿	940
车	941
班	942
云	943
幸	944
奇	945
怪	946
垃	947
圾	948
箱	949
膜	950
逆	951
延	952
恶	953
终	954
疽	955
截	956
肢	957
胺	958
钴	959
n	960
未	961
端	962
酶	963
形	964
由	965
衰	966
约	967
21	968
初	969
磷	970
酸	971
o	972
##gt	973
##t	974
口	975
师	976
粘	977
稠	978
颈	979
掌	980
握	981
博	982
匹	983
软	984
止	985
斑	986
往	987
顾	988
名	989
供	990
归	991
援	992
浓	993
源	994
究	995
武	996
喽	997
华	998
35	999
岁	1000
胆	1001
固	1002
醇	1003
粥	1004
痊	1005
26	1006
唐	1007
痒	1008
燥	1009
抓	1010
润	1011
滴	1012
漏	1013
300	1014
凶	1015
90	1016
表	1017
##5	1018
份	1019
扯	1020
室	1021
膀	1022
胱	1023
24	1024
48	1025
苹	1026
包	1027
胶	1028
瓶	1029
牛	1030
47	1031
