，	6194
的	2405
是	2067
糖	1861
不	1466
血	1425
我	1220
有	1180
了	1125
一	1110
吃	1034
可	851
以	841
好	830
。	750
？	686
要	676
就	646
多	643
药	640
高	601
个	573
.	571
么	568
病	543
尿	539
能	538
吗	536
在	528
大	516
动	514
时	511
这	492
素	492
后	486
您	482
天	480
餐	470
没	458
还	439
胰	429
生	413
岛	413
上	411
制	407
医	400
控	394
会	393
也	393
点	392
下	367
都	355
查	351
现	348
运	344
腹	340
空	334
少	324
用	323
食	313
你	312
谢	311
看	308
量	304
小	303
前	299
常	294
夫	283
什	280
和	278
说	277
果	262
测	250
那	248
打	244
如	240
问	240
低	239
到	238
2	237
二	234
晚	229
样	225
怎	221
很	221
白	221
啊	219
6	217
早	217
化	216
体	214
正	208
人	208
饮	207
5	206
7	206
张	205
喝	201
过	201
降	201
年	199
中	197
1	195
、	195
来	193
肾	193
蛋	188
-	187
比	184
因	183
减	183
经	181
加	180
发	180
为	178
饭	176
8	174
两	172
最	172
间	168
或	166
分	164
3	162
出	162
去	162
每	161
者	160
心	159
重	158
症	157
院	156
对	155
应	155
但	151
定	151
甲	150
次	148
呢	148
觉	146
吧	143
起	143
感	142
水	141
适	139
些	136
检	136
太	133
睡	133
月	132
做	132
需	128
三	127
型	127
压	124
治	123
4	122
平	117
片	116
几	116
该	116
脂	115
得	114
行	114
情	113
子	113
期	112
意	111
等	111
开	110
神	110
半	109
注	105
疗	105
并	103
关	103
长	102
午	102
物	102
所	102
题	102
性	99
试	99
哦	98
道	98
方	97
想	97
知	96
主	96
再	96
管	96
之	95
别	95
明	95
效	93
9	92
请	92
肉	91
当	91
慢	90
左	89
况	89
今	88
候	88
原	88
活	88
变	88
身	88
合	88
作	87
右	86
：	86
位	85
快	84
把	83
！	83
他	82
先	81
红	80
般	79
保	79
复	79
回	79
老	77
才	76
办	76
菜	76
单	75
泌	75
脚	75
家	75
数	74
自	74
于	74
功	74
引	73
近	73
气	73
较	72
直	72
内	72
理	72
里	72
双	72
刚	71
服	71
否	71
种	69
给	69
成	69
养	69
升	68
,	68
指	68
科	68
干	67
度	67
10	67
状	67
换	66
岁	66
影	65
调	65
嗯	65
脉	65
损	65
列	64
建	64
值	64
然	64
响	64
着	64
格	63
面	63
事	63
走	63
周	63
营	63
议	62
只	62
肝	62
眼	62
停	61
导	61
害	61
算	61
针	60
部	60
手	60
其	59
让	59
息	59
眠	59
完	58
米	58
酒	58
腺	58
标	57
己	57
超	56
瘦	56
结	56
力	56
抗	56
十	55
妈	55
钟	55
足	55
30	54
确	54
增	54
波	54
们	54
斤	54
麻	53
肌	53
易	53
外	53
致	52
休	52
消	52
住	52
持	51
无	51
法	51
容	51
稳	51
系	51
更	50
夜	50
头	49
进	49
酸	49
准	48
段	47
跟	47
反	47
昨	47
+	47
代	47
本	46
何	46
林	45
诊	45
四	45
胍	45
改	45
含	44
恩	44
奶	44
解	44
炎	44
总	43
微	43
口	43
哪	42
患	42
脏	42
腿	42
基	42
缓	42
步	41
脑	41
补	41
呵	41
牛	41
豆	41
受	40
监	40
而	40
听	40
验	40
油	40
激	40
放	40
挺	40
始	39
饿	39
第	39
久	39
伤	38
瓜	38
黄	38
锻	38
炼	38
已	38
必	38
液	38
又	38
呀	37
泡	37
11	37
热	37
话	37
像	37
严	37
西	37
学	36
节	36
维	36
胃	36
客	36
特	35
传	35
诺	35
紧	35
她	35
12	34
整	34
围	34
处	34
射	34
从	34
皮	34
孩	34
酐	34
克	34
末	34
吸	33
怕	33
肥	33
啥	33
质	33
根	33
劳	33
梢	33
考	32
恢	32
规	32
地	32
遗	32
预	32
观	32
块	32
胖	32
真	32
各	32
清	32
茶	32
晨	31
疼	31
免	31
差	31
底	31
据	31
类	31
乐	31
入	30
跑	30
葡	30
强	30
轻	30
阿	30
达	29
缺	29
同	29
利	29
六	29
够	29
肽	29
痛	29
50	29
酮	28
萄	28
实	28
饼	28
短	28
康	28
促	28
细	28
硬	28
目	27
断	27
按	27
便	27
副	27
安	27
卡	27
证	27
失	27
抵	27
虑	26
除	26
c	26
术	26
鸡	26
全	25
决	25
范	25
孕	25
0	25
粒	25
见	25
花	25
累	25
尽	25
渴	25
死	24
木	24
通	24
相	24
且	24
晕	24
健	24
耐	24
公	24
斑	24
东	24
##r	24
路	23
收	23
异	23
错	23
师	23
续	22
坚	22
?	22
贫	22
避	22
察	22
区	22
粮	22
凉	22
善	22
染	22
肠	22
胆	22
粥	22
15	22
释	22
散	22
混	22
计	21
带	21
电	21
摄	21
冬	21
冒	21
机	21
龙	21
盐	21
参	21
与	21
止	21
循	21
闫	21
噢	21
充	21
骨	20
继	20
母	20
椎	20
/	20
良	20
汗	20
冷	20
肪	20
具	20
北	20
；	20
敏	20
[UNK]	20
肢	20
固	20
品	20
稍	20
排	19
须	19
13	19
烦	19
麦	19
接	19
腰	19
程	19
买	19
拜	19
找	19
球	19
转	19
思	19
讲	19
嘴	19
侧	19
毒	19
车	19
初	19
环	19
助	19
亲	18
专	18
随	18
舒	18
怀	18
馒	18
八	18
刺	18
蔬	18
声	18
危	18
胞	18
粉	18
急	18
帮	18
光	18
号	18
暖	18
浆	18
产	17
醒	17
儿	17
防	17
毛	17
优	17
钙	17
至	17
视	17
粘	17
包	17
望	17
越	17
网	16
虚	16
非	16
速	16
仪	16
%	16
咋	16
限	16
睛	16
燥	16
胶	16
跳	16
蜂	16
牙	16
黑	16
松	16
丸	16
燕	15
显	15
敢	15
厉	15
概	15
100	15
担	15
五	15
静	15
杂	15
它	15
选	15
教	15
粗	15
季	15
b	15
险	15
工	15
喜	15
表	15
苹	15
造	15
亢	15
温	15
囊	15
马	15
首	15
顿	15
山	15
信	14
风	14
日	14
习	14
及	14
女	14
靠	14
沙	14
态	14
边	14
配	14
40	14
鼻	14
邓	14
苦	14
百	14
破	14
疲	14
醇	14
鱼	14
抑	14
20	14
友	14
熬	14
奥	14
官	14
（	14
抽	13
烟	13
凌	13
氧	13
星	13
坐	13
置	13
京	13
使	13
b1	13
难	13
乱	13
偏	13
估	13
哈	13
欢	13
稠	13
颈	13
滴	13
希	13
葵	13
替	13
楚	13
25	13
床	13
蜜	13
爸	13
16	13
七	13
精	13
扎	13
美	13
）	13
汤	12
妊	12
碗	12
图	12
愈	12
惯	12
坏	12
率	12
依	12
贵	12
肚	12
属	12
映	12
式	12
峰	12
味	12
班	12
延	12
由	12
24	12
海	12
叶	12
耳	12
宝	12
玉	12
文	12
新	11
南	11
咨	11
询	11
任	11
绪	11
衡	11
照	11
择	11
综	11
项	11
龄	11
供	11
华	11
80	11
报	11
剂	11
23	11
备	11
阳	11
满	11
阵	11
妇	11
甘	11
辅	11
劲	11
核	11
冰	11
懂	11
苏	11
氨	11
菌	11
极	10
突	10
摩	10
提	10
赖	10
咸	10
告	10
组	10
肤	10
例	10
密	10
拉	10
紊	10
肯	10
记	10
巴	10
叫	10
切	10
义	10
连	10
120	10
频	10
份	10
羊	10
冠	10
溶	10
展	10
堵	10
赶	10
料	10
条	10
倍	10
国	10
d	10
香	10
##n	10
枣	10
慌	10
掉	9
业	9
娠	9
隔	9
务	9
熟	9
流	9
汀	9
郁	9
14	9
