：	98569
医	60719
生	60337
，	59140
者	46385
患	45159
的	41079
有	27934
是	25208
宝	20647
不	19724
好	17751
了	17459
一	16246
？	14621
吃	13013
吗	12894
以	12578
可	12460
没	12416
。	12155
天	11750
子	10423
药	10356
就	10198
这	9358
要	9058
个	8972
还	8452
么	8125
多	7960
时	7756
咳	7664
在	7490
孩	7252
谢	6854
大	6824
感	6761
我	6585
看	6439
现	6358
用	6224
发	6090
能	5962
果	5654
你	5541
嗯	5476
嗽	5462
便	5403
点	5293
那	5242
次	5137
下	4883
您	4861
上	4771
会	4745
前	4687
如	4646
体	4612
问	4493
烧	4465
常	4462
也	4452
过	4439
症	4418
化	4390
热	4329
什	4314
炎	4307
水	4271
查	4234
给	4046
状	3936
需	3907
情	3872
病	3864
温	3862
服	3806
气	3792
物	3783
小	3705
后	3694
奶	3634
院	3616
出	3586
去	3452
他	3449
况	3374
疗	3349
说	3295
几	3247
治	3238
到	3198
都	3194
染	3147
样	3143
血	3087
题	3010
喝	2996
哦	2988
3	2905
儿	2869
口	2819
怎	2799
和	2790
来	2769
复	2748
黄	2703
痰	2691
鼻	2662
食	2632
消	2623
比	2617
退	2577
冒	2557
！	2536
检	2510
应	2483
拉	2430
贝	2421
起	2418
两	2401
道	2361
意	2351
目	2346
高	2304
少	2300
呢	2296
开	2284
再	2282
话	2280
诊	2250
对	2218
为	2215
神	2200
间	2198
精	2189
很	2173
重	2170
菌	2167
正	2146
般	2138
建	2073
议	2068
或	2045
注	2035
别	2004
吐	2004
性	1997
肠	1985
明	1975
喂	1965
加	1963
液	1959
候	1952
三	1951
种	1939
着	1918
规	1917
肚	1913
最	1909
因	1893
肺	1892
量	1890
该	1880
吧	1871
较	1850
凉	1838
乳	1811
今	1802
理	1768
里	1753
些	1738
涕	1713
客	1712
腹	1707
考	1691
毒	1680
虑	1666
度	1619
管	1610
验	1604
原	1589
之	1585
白	1548
晚	1541
啊	1530
母	1527
引	1515
关	1508
其	1496
妈	1490
素	1484
流	1465
吸	1462
觉	1458
但	1453
合	1452
5	1451
太	1436
打	1424
1	1404
解	1402
月	1402
长	1398
先	1398
.	1398
听	1393
睡	1391
细	1383
系	1382
做	1381
家	1374
部	1370
呼	1365
支	1341
反	1334
清	1316
效	1296
得	1279
疸	1267
头	1249
,	1246
观	1245
8	1242
定	1231
察	1223
胃	1220
泻	1213
2	1212
红	1211
抗	1206
续	1206
片	1205
主	1204
于	1188
排	1185
只	1183
昨	1182
粒	1163
粉	1149
面	1147
才	1137
所	1124
行	1115
除	1115
中	1110
止	1097
空	1095
受	1089
数	1078
饮	1074
见	1072
颗	1063
分	1056
心	1037
每	1036
进	1034
成	1033
严	1028
直	1021
奥	1012
调	1010
第	1008
她	1006
始	1002
当	999
等	998
早	995
回	987
让	985
结	984
态	983
益	983
刚	982
降	970
敏	967
询	961
声	956
害	951
呕	947
方	945
养	944
期	939
康	927
科	924
事	920
爱	911
然	905
知	887
又	881
及	875
功	872
易	865
（	864
）	861
色	858
确	857
0	849
针	841
更	837
脱	834
厉	828
输	827
带	818
4	816
近	810
人	809
响	800
继	800
身	798
干	791
四	788
7	785
拍	784
们	778
雾	775
经	767
完	766
外	751
影	750
平	746
塞	746
良	745
联	744
超	744
稀	739
办	738
半	735
尿	735
像	728
特	725
西	719
健	719
祝	715
从	706
随	705
测	702
配	698
容	697
差	696
咪	695
快	688
相	683
适	679
孢	679
哭	676
根	662
喘	655
贴	652
嗓	643
保	638
照	636
五	631
氨	631
手	629
住	623
导	620
内	609
疹	607
与	606
表	605
程	601
作	599
按	597
显	591
久	589
请	589
提	588
转	588
糖	588
接	586
?	585
据	583
同	581
喉	580
胞	579
自	578
饭	574
右	569
散	565
力	565
低	564
停	563
慢	562
左	557
增	557
何	555
留	550
补	546
地	545
周	543
午	543
变	543
9	537
致	529
胸	526
单	524
辅	523
助	521
处	520
免	518
帮	517
十	513
缓	513
皮	511
想	511
断	508
放	502
啦	499
通	493
布	493
指	492
暖	491
音	490
言	489
类	486
6	485
二	484
喷	483
激	482
微	479
咨	479
换	479
急	478
挺	477
剂	476
已	475
担	474
务	471
擦	471
胆	467
减	463
东	463
油	459
石	459
蓝	453
刺	452
轻	451
思	450
蒙	450
本	448
把	448
哪	446
全	444
跟	443
恩	443
买	438
闹	433
光	433
必	429
而	428
疫	427
制	424
蛋	424
动	419
尽	419
夫	418
恢	418
年	413
